http://localhost/xre2113qa.nightly/api/search/awx_preference,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""b53bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",0.511,6631
http://localhost/xre2113qa.nightly/api/search/awx_preference,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""b53bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",0.552,6631
http://localhost/xre2113qa.nightly/api/search/awx_preference,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""b53bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",0.303,6631
http://localhost/xre2113qa.nightly/api/search/awx_preference,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""b53bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",1.093,6631
http://localhost/xre2113qa.nightly/api/search/activitypointer,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""9d3bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",3.793,4017
http://localhost/xre2113qa.nightly/api/search/activitypointer,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""9d3bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",0.888,4017
http://localhost/xre2113qa.nightly/api/search/activitypointer,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""b03bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",4.204,3990
http://localhost/xre2113qa.nightly/api/search/awx_preference,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""b53bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",2.268,8088
http://localhost/xre2113qa.nightly/api/search/activitypointer,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""b03bc712-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",0.718,3990
http://localhost/xre2113qa.nightly/api/search/activitypointer,POST,"{""ResultsFormat"": null, ""From"": 0, ""SelectedDateTimeFacets"": null, ""Relations"": [], ""PinTo"": {""lat"": -27.47018, ""lon"": 153.02911}, ""NumericFacetFilters"": [], ""OrderBy"": [{""Field"": ""_score"", ""IsDescending"": ""true""}], ""GeoPolygonFilters"": [], ""TermFacetFilters"": [], ""FieldFilters"": [], ""GeoDistanceFacetFilters"": [], ""ScriptFilters"": [], ""Ids"": [""61114021-7798-e311-aa29-00155d28de35""], ""SelectedNumericFacets"": null, ""RelationCounts"": [], ""Options"": null, ""SelectedTermFacets"": null, ""DateTimeFacetFilters"": [], ""TermFacetSize"": 1, ""SelectedGeoFacets"": null, ""Query"": ""*"", ""Size"": 1}",1.075,4247
